Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
asus,notebook,14,1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows 10,1.5kg,15238.08
asus,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.3kg,88178.4
asus,ultrabook,13 1/3,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,1.1kg,93181.392
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050,windows 10,3kg,55357.92
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows 10,3kg,84768.48
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,2.9kg,81465.12
asus,ultrabook,14,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.10kg,99793.44
asus,2 in 1 convertible,13 1/3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.27kg,49443.84
asus,notebook,35 3/5,full hd 1920x1080,intel core i3 7100u 2.4ghz,8gb,1tb hdd,nvidia geforce 940mx,linux,2.3kg,31808.16
asus,gaming,17 1/3,full hd 1920x1080,amd ryzen 1600 3.2ghz,8gb,256gb ssd +  1tb hdd,amd radeon rx 580,windows 10,3.2kg,90309.6
asus,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,linux,2kg,29783.52
asus,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.37kg,39906.72
asus,notebook,15 3/5,1366x768,intel pentium quad core n4200 1.1ghz,4gb,500gb hdd,intel hd graphics 500,windows 10,2kg,16197.12
asus,notebook,15 3/5,ips panel 4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,12gb,128gb ssd +  1tb hdd,intel hd graphics 530,windows 10,2.06kg,69210.72
asus,ultrabook,12 1/2,full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,0.91kg,103896
asus,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,1.99kg,71928
asus,gaming,17 1/3,ips panel full hd / touchscreen 1920x1080,intel core i7 6700hq 2.6ghz,24gb,256gb ssd +  1tb hdd,nvidia geforce gtx 965m,windows 10,4.33kg,67612.32
asus,netbook,11 3/5,1366x768,intel celeron dual core n3350 1.1ghz,4gb,64gb flash storage,intel hd graphics 500,windows 10 s,1.2kg,18115.2
asus,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd +  1tb hdd,intel hd graphics 620,windows 10,2kg,65214.72
asus,netbook,11 3/5,1366x768,intel celeron dual core n3350 1.1ghz,2gb,32gb flash storage,intel hd graphics 500,windows 10,1.1kg,13053.6
asus,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,24gb,512gb ssd,nvidia geforce gtx1080,windows 10,2.24kg,158135.04
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx1050 ti,windows 10,3kg,80133.12
asus,notebook,15 3/5,ips panel 4k ultra hd 3840x2160,intel core i7 7500u 2.7ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows 10,2kg,69210.72
asus,gaming,15 3/5,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.3kg,87858.72
asus,notebook,15 3/5,1366x768,amd e-series 7110 1.8ghz,4gb,500gb hdd,amd radeon r2 graphics,windows 10,2kg,18594.72
asus,notebook,15 3/5,1366x768,intel celeron dual core n3350 1.1ghz,4gb,500gb hdd,intel hd graphics 500,linux,2kg,11934.72
asus,notebook,15 3/5,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,2.5kg,44701.92
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.73kg,94305.6
asus,2 in 1 convertible,15 3/5,touchscreen 1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 520,windows 10,2.2kg,39373.92
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,3kg,62231.04
asus,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,6gb,1tb hdd,intel hd graphics 620,windows 10,1.5kg,34046.4528
asus,ultrabook,14,full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,11.1kg,101232
asus,notebook,15 3/5,1366x768,intel celeron dual core n3350 1.1ghz,8gb,1tb hdd,intel hd graphics 500,windows 10,2kg,21258.72
asus,notebook,15 3/5,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,1tb hdd,nvidia geforce gtx 1050,windows 10,1.99kg,48304.7136
asus,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050 ti,no os,2.5kg,62284.32
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,32gb,512gb ssd,nvidia geforce gtx 1080,windows 10,3.8kg,149130.72
asus,ultrabook,14,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.1kg,60472.8
asus,notebook,15 3/5,1366x768,intel celeron dual core n3350 1.1ghz,4gb,128gb ssd,intel hd graphics 500,windows 10,1.86kg,22324.32
asus,2 in 1 convertible,12 1/2,full hd / touchscreen 1920x1080,intel core m m3-6y30 0.9ghz,4gb,64gb flash storage,intel hd graphics 515,chrome os,1.2kg,35644.32
asus,notebook,14,full hd 1920x1080,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows 10,1.5kg,15877.44
asus,notebook,15 3/5,1366x768,intel core i5 6300hq 2.3ghz,4gb,1tb hdd,nvidia geforce gtx 950m,no os,2.45kg,30849.12
asus,notebook,15 3/5,1366x768,intel core i7 7500u 2.7ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,2.37kg,45282.672
asus,ultrabook,13 1/3,ips panel quad hd+ 3200x1800,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.2kg,60153.12
asus,notebook,17 1/3,1366x768,intel pentium quad core n4200 1.1ghz,4gb,1tb hdd,nvidia geforce 920mx,windows 10,2.8kg,25059.7152
asus,2 in 1 convertible,15 3/5,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12gb,2tb hdd,nvidia geforce 940mx,windows 10,2.3kg,44701.92
asus,notebook,15 3/5,1920x1080,intel pentium dual core n4200 1.1ghz,8gb,128gb ssd,intel hd graphics 505,windows 10,2kg,31003.632
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,4.3kg,125208
asus,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx1060,windows 10,2.24kg,71341.92
asus,notebook,14,1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows 10,1.63kg,15930.72
asus,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.37kg,58554.72
asus,2 in 1 convertible,13 1/3,touchscreen / full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.1kg,72354.24
asus,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,nvidia geforce 920,linux,2.1kg,27652.32
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,2.9kg,128884.32
asus,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb hdd,intel hd graphics 620,windows 10,2.3kg,31435.2
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.73kg,95850.72
asus,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,512gb ssd,nvidia geforce 940m,windows 10,1.45kg,54665.28
asus,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.1kg,101178.72
asus,notebook,15 3/5,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce gtx 930mx,windows 10,2.3kg,41931.36
asus,notebook,15 3/5,1366x768,intel pentium quad core n4200 1.1ghz,4gb,1tb hdd,intel hd graphics 505,windows 10,2kg,23922.72
asus,notebook,15 3/5,1366x768,intel pentium quad core n4200 1.1ghz,4gb,1tb hdd,intel hd graphics 505,linux,2kg,21258.1872
asus,notebook,14,1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows 10,1.65kg,18541.44
asus,gaming,17 1/3,full hd 1920x1080,intel core i5 7300hq 2.5ghz,12gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,2.2kg,72988.272
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,32gb,256gb ssd +  256gb ssd,nvidia geforce gtx 980m,windows 10,3.58kg,68145.12
asus,notebook,17 1/3,1600x900,intel pentium quad core n3710 1.6ghz,4gb,1tb hdd,nvidia geforce 920mx,windows 10,2.8kg,28238.4
asus,2 in 1 convertible,12 1/2,full hd 1920x1080,intel core m m7-6y75 1.2ghz,8gb,64gb flash storage,intel hd graphics 515,chrome os,1.2kg,61751.52
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.73kg,109218.672
asus,2 in 1 convertible,15 3/5,4k ultra hd / touchscreen 3840x2160,intel core i7 7500u 2.7ghz,16gb,512gb ssd +  2tb hdd,nvidia geforce gtx 950m,windows 10,2.3kg,95850.72
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows 10,2.99kg,93186.72
asus,notebook,13 1/3,quad hd+ 3200x1800,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.4kg,61272
asus,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows 10,2.5kg,95850.72
asus,netbook,11 3/5,1366x768,intel celeron dual core n3060 1.6ghz,4gb,16gb flash storage,intel hd graphics 400,chrome os,1.2kg,15339.312
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,1tb hdd,nvidia geforce gtx 965m,no os,4kg,53173.44
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,64gb,1tb ssd,nvidia geforce gtx 980,windows 10,3.58kg,211788
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.7kg,85194.72
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows 10,4.3kg,122490.72
asus,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows 10,2.59kg,71341.92
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows 10,3.52kg,69929.4672
asus,notebook,15 3/5,1366x768,intel core i3 7100u 2.4ghz,4gb,1tb hdd,intel hd graphics 620,windows 10,2kg,23176.8
asus,notebook,14,1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows 10,1.5kg,14811.84
asus,notebook,15 3/5,1366x768,intel celeron dual core n3050 1.6ghz,4gb,500gb hdd,intel hd graphics,windows 10,2.2kg,19660.32
asus,notebook,14,full hd 1920x1080,intel core i3 7100u 2.4ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,2kg,40972.32
asus,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows 10,2.591kg,48431.52
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows 10,4.3kg,114552
asus,gaming,15 3/5,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,1tb hdd,nvidia geforce gtx 1060,windows 10,2.2kg,62284.32
asus,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,2.2kg,130482.72
asus,notebook,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.2kg,93186.72
asus,gaming,17 1/3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.9kg,103842.72
asus,notebook,15 3/5,1366x768,intel pentium quad core n3710 1.6ghz,4gb,1tb hdd,intel hd graphics 405,windows 10,2.65kg,16463.52
asus,ultrabook,13 1/3,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.45kg,68198.4
asus,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows 10,2.34kg,123876
asus,notebook,15 3/5,1366x768,intel celeron dual core n3350 1.1ghz,4gb,1tb hdd,intel hd graphics 500,windows 10,2kg,18061.92
asus,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows 10,4.0kg,101232
asus,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core m 6y30 0.9ghz,8gb,512gb ssd,intel hd graphics 515,windows 10,1.2kg,38841.12
asus,notebook,15 3/5,1366x768,intel core i7 6500u 2.5ghz,4gb,500gb hdd,nvidia geforce 920m,windows 10,2.2kg,38378.6496
chuwi,notebook,15 3/5,full hd 1920x1080,intel atom x5-z8300 1.44ghz,4gb,64gb flash storage,intel hd graphics,windows 10,1.89kg,13053.0672
chuwi,notebook,12 1/3,ips panel retina display 2736x1824,intel celeron quad core n3450 1.1ghz,6gb,64gb flash storage,intel hd graphics 500,windows 10,1.4kg,23922.72
chuwi,notebook,15 3/5,full hd 1920x1080,intel atom x5-z8350 1.44ghz,4gb,64gb flash storage,intel hd graphics,windows 10,1.89kg,13261.392
dell,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,256gb ssd,amd radeon r5 m430,windows 10,2.2kg,26581.392
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,amd radeon r5 m430,windows 10,2.2kg,39693.6
dell,ultrabook,13 1/3,ips panel full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd,intel uhd graphics 620,windows 10,1.22kg,52161.12
dell,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.62kg,43636.32
dell,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,2.3kg,22305.1392
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon 530,windows 10,2.2kg,42624
dell,ultrabook,15 3/5,full hd 1920x1080,intel core i7 8650u 1.9ghz,8gb,256gb ssd +  256gb ssd,intel uhd graphics 620,windows 10,1.88kg,69157.44
dell,ultrabook,13 1/3,touchscreen / quad hd+ 3200x1800,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows 10,1.2kg,99580.32
dell,notebook,17 1/3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.8kg,52161.12
dell,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.65kg,79866.72
dell,2 in 1 convertible,17 1/3,full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,12gb,1tb hdd,nvidia geforce 150mx,windows 10,2.77kg,53226.72
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,amd radeon r5 m430,windows 10,2.3kg,34045.92
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,amd radeon 520,windows 10,2.13kg,40908.384
dell,notebook,17 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,256gb ssd +  2tb hdd,amd radeon 530,windows 10,2.8kg,69210.72
dell,ultrabook,14,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.7kg,46833.12
dell,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,64gb,256gb ssd,amd radeon 530,windows 10,1.4kg,50882.4
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,amd radeon 530,windows 10,2.2kg,46353.6
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,intel uhd graphics 620,windows 10,2.02kg,45554.4
dell,ultrabook,15 3/5,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.88kg,58403.4048
dell,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows 10,2.65kg,71874.72
dell,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.21kg,87858.72
dell,gaming,15 3/5,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1060,windows 10,2.65kg,63669.6
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd radeon r5 m430,linux,2.2kg,31962.672
dell,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,256gb ssd,amd radeon r5 m430,linux,2.2kg,25840.8
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,amd radeon 520,linux,2.2kg,34472.16
dell,ultrabook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i7 7560u 2.4ghz,8gb,256gb ssd,intel iris plus graphics 640,windows 10,1.23kg,73473.12
dell,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.21kg,86793.12
dell,notebook,15 3/5,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce 940mx,windows 10,2.16kg,60223.9824
dell,notebook,17 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,256gb ssd +  2tb hdd,amd radeon 530,windows 10,2.8kg,74378.88
dell,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,amd radeon r7 m445,windows 10,2.36kg,34045.3872
dell,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,1tb hdd,amd radeon r5 m430,windows 10,2.2kg,23922.72
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1050,windows 10,2.56kg,66560.5728
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1.0tb hybrid,nvidia geforce gtx 1050,windows 10,2.62kg,47898.72
dell,2 in 1 convertible,15 3/5,full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.56kg,55890.72
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon 520,windows 10,2.13kg,38787.84
dell,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,2.56kg,56502.9072
dell,notebook,15 3/5,1366x768,intel core i3 7100u 2.4ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.3kg,24455.52
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,256gb ssd +  2tb hdd,amd radeon 530,linux,2.02kg,55890.72
dell,ultrabook,13 1/3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.23kg,74538.72
dell,notebook,17 1/3,full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,nvidia geforce 150mx,windows 10,2.77kg,82530.72
dell,notebook,15 3/5,4k ultra hd / touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1050,windows 10,2.06kg,127712.16
dell,notebook,17 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.8kg,57808.8
dell,2 in 1 convertible,13 1/3,ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,1tb hdd,intel uhd graphics 620,windows 10,1.62kg,44701.92
dell,gaming,15 3/5,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,2.65kg,98301.6
dell,workstation,15 3/5,4k ultra hd 3840x2160,intel xeon e3-1505m v6 3ghz,16gb,256gb ssd +  1tb hdd,nvidia quadro m1200,windows 10,2.8kg,162770.4
dell,notebook,15 3/5,touchscreen 1366x768,intel core i3 7100u 2.4ghz,6gb,1tb hdd,intel hd graphics 620,windows 10,2.3kg,23389.92
dell,ultrabook,13 1/3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.21kg,103842.72
dell,ultrabook,13 1/3,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,amd radeon 530,windows 10,1.4kg,49650.5664
dell,ultrabook,14,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.6kg,61218.72
dell,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows 10,1.62kg,68145.12
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon 520,linux,2.2kg,36089.208
dell,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,4.42kg,130873.7952
dell,notebook,15 3/5,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,1tb hdd,amd radeon r7 m445,windows 10,2.3kg,45768.0528
dell,notebook,14,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.6kg,45767.52
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,256gb ssd,amd radeon r7 m445,linux,2.36kg,47898.72
dell,gaming,15 3/5,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows 10,2.56kg,46833.12
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  2tb hdd,amd radeon 530,windows 10,2.2kg,52480.8
dell,2 in 1 convertible,15 3/5,ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,1tb hdd,intel uhd graphics 620,windows 10,2.08kg,43636.32
dell,ultrabook,13 1/3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.41kg,50562.72
dell,notebook,17 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.8kg,60845.76
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics 620,windows 10,2.18kg,35004.96
dell,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,amd radeon r5 m430,windows 10,2.24kg,30103.2
dell,2 in 1 convertible,15 3/5,full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,2.67kg,42570.72
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,amd radeon 520,linux,2.14kg,39164.5296
dell,notebook,15 3/5,1366x768,intel core i7 7500u 2.7ghz,12gb,1tb hdd,intel hd graphics 620,windows 10,2.3kg,37992.3696
dell,notebook,17 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,linux,2.8kg,58554.72
dell,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m430,linux,2.25kg,22803.84
dell,notebook,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows 10,2kg,97449.12
dell,workstation,17 1/3,full hd 1920x1080,intel core i7 7820hq 2.9ghz,16gb,256gb ssd,nvidia quadro m1200,windows 10,3.42kg,153705.3408
dell,ultrabook,13 1/3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,16gb,1tb ssd,intel uhd graphics 620,windows 10,1.21kg,133146.72
